COURSES_ID,CRS_NAME,CRS_SUBJECT,CRS_NO,CRS_TITLE,CS_DEPARTMENT1,CRS_MIN_CRED,CRS_MAX_CRED,CRS_PREREQS,eqryCourseLocations_POS1.CRS_LOCATIONS,eqryCourseLocations_POS2.CRS_LOCATIONS,eqryCourseLocations_POS3.CRS_LOCATIONS,eqryCourseType_POS1.CRS_COURSE_TYPES,eqryCourseType_POS2.CRS_COURSE_TYPES,eqryCourseType_POS3.CRS_COURSE_TYPES,eqryCourseType_POS4.CRS_COURSE_TYPES,eqryCourseType_POS5.CRS_COURSE_TYPES
1649,TA-122,TA,122,"History of Dance, Effective Spring 2010",TA,4,,,MAIN,,,TH,,,,
165,CS-140,CS,140,Networks,MA,4,,Y,MAIN,,,,,,,
1650,RS-150,RS,150,"Wealth and Poverty in the Bible, Eff.ý10/SP Only",RS,4,,,MAIN,,,IMD,,,,
1651,RS-150SS,RS,150SS,"Wealth & Poverty in Christian History,ýEffective 10/SP Only",RS,4,,,MAIN,,,SS,IMD,,,
1656,POL-110,POL,110,American Public Opinion,POL,4,,Y,MAIN,,,SS,,,,
1657,IS-185,IS,185,Orientation Off-Campus Program,IS,1,2,,MAIN,,,,,,,
1658,FR-151,FR,151,Topics,ML,4,,,MAIN,,,,,,,
1660,APP-193,APP,193,Serving Society,APP,0,,,NI,,,SS,,,,
1663,ART-015,ART,015,"Drawing I, Effective 10/FA",ART,4,,,MAIN,,,PIA,WA,,,
1667,MU-123,MU,123,Survey of World Music,MU,4,,,MAIN,,,PIA,TG,WA,,
1669,PEA-012,PEA,012,Mixed Martial Arts,KNS,1,,,MAIN,,,PEA,,,,
1670,POL-104,POL,104,"Constitutional Law, Effective 10/FA",POL,4,,,MAIN,,,PP,,,,
1673,RS-107,RS,107,"Topics in New Test Studies, Eff 09/FA",RS,4,,Y,MAIN,,,WSI,,,,
1674,MU-165,MU,165,Brass Instrument Techniques,MU,1,,,MAIN,,,,,,,
1675,MU-166,MU,166,Woodwind Instrument Techniques,MU,1,,,MAIN,,,,,,,
1676,MU-167,MU,167,String Instrument Techniques,MU,1,,,MAIN,,,,,,,
1677,MU-168,MU,168,Percussion Instrument Tech,MU,1,,,MAIN,,,,,,,
1678,MU-175,MU,175,Vocal Techniques,MU,2,,,MAIN,,,,,,,
1679,MU-121,MU,121,History of Western Music II,MU,4,,Y,MAIN,,,WSI,TH,,,
1680,POL-108,POL,108,Congress,POL,4,,,MAIN,,,RES,,,,
1682,IS-002,IS,002,Middle East in Story & History,IS,4,,,MAIN,,,TG,,,,
1683,PHY-127,PHY,127,"Astrophysics I, Effective 11/FA",PHY,2,,Y,MAIN,,,SS,,,,
1686,POL-125,POL,125,Middle East Nationalism & Politics,,4,,,ISTAN,,,TG,,,,
1687,IS-170,IS,170,Turkish Culture and Society,,4,,,ISTAN,,,US,,,,
1690,RS-155,RS,155,"Geog & History of Israel, Tg, EuropeýSemester, Thinking Globally",RS,4,,,EUR,,,TG,,,,
1691,PHY-191SS,PHY,191SS,Serving Society,PHY,0,,,MAIN,,,SS,,,,
1692,KNS-012,KNS,012,Human Physiology w/ Lab,KNS,4,,,MAIN,,,ELS,,,,
1695,EB-193,EB,193,Applied Research in Economics & Business,EB,4,,Y,MAIN,,,,,,,
1696,PEA-056,PEA,056,Basic Combatives,KNS,1,,,MAIN,,,PEA,,,,
1698,HIS-165,HIS,165,Religions in Context,RS,4,,,ISTAN,,,TH,,,,
1700,RS-134,RS,134,Gender in Theological Perspective,RS,4,,,MAIN,,,,,,,
1702,APP-070,APP,070,Sports Broadcasting Practicum,APP,1,,,MAIN,,,,,,,
1703,PEA-058,PEA,058,Half Marathon,KNS,1,,,MAIN,,,PEA,,,,
1704,EB-020,EB,020,Research & Forecasting,EB,4,,,MAIN,,,,,,,
1705,HIS-187,HIS,187,Women in Asian History,HIS,4,,,MAIN,,,,,,,
1706,ED-011,ED,011,Windows Into Teaching,ED,1,,,MAIN,,,,,,,
1707,MUA-135,MUA,135,Private Study in Advanced Conducting,MU,1,,,MAIN,,,,,,,
1712,IS-095H,IS,095H,Honors Seminar,IS,1,,,MAIN,,,,,,,
1713,POL-040,POL,040,Empirical Political Research,POL,4,,,MAIN,,,QAR,,,,
1715,GRK-094,GRK,094,Tutorial:,RS,1,4,,MAIN,,,MFL,,,,
1716,MA-006,MA,006,Statistical Modeling,MA,4,,Y,MAIN,,,,,,,
1717,PEA-064,PEA,064,Vinyasa Yoga,KNS,1,,,MAIN,,,PEA,,,,
172,EB-006,EB,006,Survey of Principles of Econom,,2,,,MAIN,,,,,,,
1721,SP-180,SP,180,Spanish-American Women Writers,ML,4,,Y,MAIN,,,RIL,WSI,,,
1722,CHM-150,CHM,150,Special Topics:,CHM,1,4,,MAIN,,,,,,,
1723,PSY-198,PSY,198,Capstone Sr Research - Psych,PSY,4,,Y,MAIN,,,WSI,IMD,RES,,
1726,PSY-150,PSY,150,Cultural& Narrative PsychologyýTg and Cc,PSY,4,,,MID,WIJ,,,,,,
1727,IS-121,IS,121,Culture & Society,HIS,4,,,EUR,MED,WIJ,TG,SS,,,
1729,IS-180,IS,180,Human Trafficking Seminar,,4,,,URB,THAI,,SS,,,,
173,EB-011,EB,011,Principles of Macroeconomics,EB,4,,,MAIN,,,US,,,,
1730,IS-180,IS,180,Human Trafficking Seminar,IS,4,,,URB,THAI,ASIA,TG,,,,
1731,ED-198,ED,198,Research,ED,1,4,,MAIN,,,,,,,
1733,CHM-150,CHM,150,Special Topics,CHM,1,4,Y,MAIN,,,,,,,
1734,PEA-077,PEA,077,Break Dancing,KNS,1,,,MAIN,,,PEA,,,,
1735,PSY-150,PSY,150,Topics:,PSY,2,4,Y,MAIN,WIJ,,,,,,
1737,BIO-150,BIO,150,Topics:,BIO,1,4,Y,MAIN,,,,,,,
1739,CS-150,CS,150,Topics: Prereqs CS 30 & 45,MA,4,,Y,MAIN,,,,,,,
174,EB-011H,EB,011H,Princ of Macroecon: Honors,,4,,,MAIN,,,US,,,,
1740,CS-150,CS,150,Topics: Prereqs CS 30 & MA 20,MA,4,,Y,MAIN,,,,,,,
1741,CS-150,CS,150,Topics: Prereqs CS 30 & MA 09,MA,4,,Y,MAIN,,,,,,,
1742,PSY-117,PSY,117,Lifespan Development,PSY,4,,Y,MAIN,,,,,,,
1743,ENG-133,ENG,133,Major Amer Writers: Special Topics,ENG,4,,Y,MAIN,,,WSI,LIT,RIL,ENGN,
1744,BIO-120,BIO,120,Behavioral Ecology w/ Lab,BIO,4,,Y,MAIN,,,,,,,
1747,PSY-132,PSY,132,Cultural Psychology,PSY,4,,Y,MAIN,,,,,,,
1748,ENG-165,ENG,165,Topics in World Lit no WSI,ENG,4,,,MAIN,ENG,,LIT,TG,,,
1749,POL-122,POL,122,European Politics,POL,4,,Y,MAIN,,,,,,,
175,EB-012,EB,012,Principles of Microeconomics,EB,4,,,MAIN,,,US,,,,
1750,COM-134,COM,134,Conflict and Reconciliation: Case Study,,4,,,NI,MID,,,,,,
1752,TA-199,TA,199,Major Honors,TA,2,4,,MAIN,,,,,,,
1756,PEA-078,PEA,078,Cardio/Kickboxing,KNS,1,,,MAIN,,,PEA,,,,
1757,ENG-174,ENG,174,Eng Sem - Major Author,ENG,4,,,ENG,,,LIT,WSI,ENGE,ENGA,WA
1758,IS-120,IS,120,Culture & Society,HIS,4,,,EUR,MED,WIJ,CC,,,,
1759,CS-195,CS,195,Senior Seminar,MA,4,,Y,MAIN,,,IMD,WSI,,,
176,EB-012H,EB,012H,Princ of Microecon: Honors,,4,,,MAIN,,,US,,,,
1761,COM-199,COM,199,Major Honors,COM,2,4,,MAIN,,,PP,,,,
1764,IS-004,IS,004,Introductory Conversational Turkish I,IS,4,,,ISTAN,,,MFL,,,,
1769,COM-134,COM,134,Conflict and Reconciliation: Case Study,COM,4,,,NI,MID,,TH,,,,
177,EB-017,EB,017,Bus Research & Forecasting I,EB,2,,,MAIN,,,,,,,
1770,ENG-198,ENG,198,Research,ENG,2,4,,MAIN,,,,,,,
1772,SP-198,SP,198,Research,ML,1,4,,MAIN,,,,,,,
1774,SOC-160,SOC,160,Internet and Society,SOC,4,,Y,MAIN,,,,,,,
1775,PHI-007,PHI,007,Phi Perspect on Conflict and Peacemaking,PHI,4,,,NEUR,,,PR,,,,
1776,ART-180,ART,180,Art for Children,ART,4,,,MAIN,,,,,,,
1777,EB-140,EB,140,Seminar in Executive Leadership,EB,4,,Y,MAIN,,,,,,,
1778,CS-150,CS,150,Topics: Prereqs Cs 30 & 15,MA,4,,Y,MAIN,,,,,,,
1779,EB-030,EB,030,Principles of Corporate Finance,EB,4,,Y,MAIN,,,,,,,
178,EB-018,EB,018,Bus Research & Forecasting II,EB,2,,,MAIN,,,,,,,
1780,EB-130,EB,130,Financial Analysis & Earnings Management,EB,4,,Y,MAIN,,,,,,,
1781,ENG-060,ENG,060,Writers in Conversation,ENG,4,,Y,MAIN,,,LIT,RIL,WSI,,
1783,RS-120,RS,120,Reformation & Modern Christianity,RS,4,,Y,MAIN,,,TG,TH,,,
1784,BIO-141,BIO,141,Ornithology/Herpetology w/Lab,BIO,4,,Y,MAIN,,,,,,,
1786,MA-005,MA,005,Introduction to Statistics,MA,4,,Y,MAIN,,,RA,QAR,,,
1787,MA-008,MA,008,Functions and Models,MA,4,,Y,MAIN,,,QAR,RA,,,
1790,IS-005,IS,005,Introductory Conversational Turkish II,IS,4,,Y,MAIN,,,,,,,
1791,COM-148,COM,148,Postmodern Narratives,COM,4,,,MAIN,,,,,,,
1792,RS-119,RS,119,Early & Medieval Christianity,RS,4,,Y,MAIN,,,TH,TG,,,
1793,PEA-062,PEA,062,Advanced Mixed Martial Arts,KNS,1,,,MAIN,,,PEA,,,,
1794,EB-182,EB,182,The Modern Chinese and East Asian Econ,,4,,Y,ASIA,,,US,TG,,,
1795,KNS-101,KNS,101,Basic Biomechanics W/ Lab,KNS,4,,Y,MAIN,,,,,,,
1796,KNS-195,KNS,195,Senior Capstone,KNS,2,,,MAIN,,,IMD,,,,
1797,IS-006,IS,006,Introductory Conversational Turkish III,IS,4,,Y,MAIN,,,,,,,
1798,HIS-177,HIS,177,Transnational America,HIS,4,,,MAIN,SBD,,TG,TH,,,
1799,ART-111,ART,111,4D Intermedia,ART,4,,Y,MAIN,,,,,,,
18,SOC-121,SOC,121,New Religious Movements,SOC,4,,,MAIN,,,,,,,
1800,EB-183,EB,183,Social Entrepreneurship and Collective,EB,4,,Y,MAIN,SBD,,US,,,,
1801,SOC-183,SOC,183,Social Entreprenuership and Collective,SOC,4,,,MAIN,SBD,,US,,,,
1802,COM-135,COM,135,Studies in Public Discourse,COM,4,,Y,MAIN,,,RES,,,,
1803,ED-122,ED,122,English Curriculum & Planning: Secondary,ED,4,,,MAIN,,,,,,,
1804,ED-123,ED,123,History/Social Sci Curric & Plan:Sec,ED,4,,,MAIN,,,,,,,
1806,ED-124,ED,124,Math Curriculum & Planning: Secondary,ED,4,,,MAIN,,,,,,,
1807,ED-125,ED,125,Science Curriculum & Planning: Secondary,ED,4,,,MAIN,,,,,,,
1808,ED-126,ED,126,Spanish Curriculum & Planning: Secondary,ED,4,,,MAIN,,,,,,,
1809,ED-127,ED,127,Art Curriculum & Planning: Secondary,ED,4,,,MAIN,,,,,,,
181,EB-103,EB,103,History of Economic Thought,EB,4,,Y,MAIN,,,TH,WSI,,,
1810,ED-128,ED,128,Music Curriculum & Planning: Secondary,ED,4,,,MAIN,,,,,,,
1811,ED-129,ED,129,Physical Ed Curriculum & Planning: Sec,ED,4,,,MAIN,,,,,,,
1812,PHI-106,PHI,106,Modern Philosophy,PHI,4,,,MAIN,,,RA,,,,
1813,PHI-107,PHI,107,19th & 20th Century Philosophy,PHI,4,,,MAIN,,,RA,,,,
1814,HIS-047H,HIS,047H,Honors: Reacting to The Past,HIS,4,,,MAIN,,,TH,WSI,,,
1815,SP-173,SP,173,Cervantes's Don Quijote De La Mancha,ML,4,,,MAIN,,,,,,,
1817,PHI-108,PHI,108,Formal Logic,PHI,4,,,MAIN,,,RA,,,,
1818,PHI-105,PHI,105,Medieval Philosophy,PHI,4,,,MAIN,,,RA,,,,
1819,PHI-103,PHI,103,Ancient Philosophy,PHI,4,,,MAIN,,,RA,,,,
182,EB-104,EB,104,World Poverty & Economic Devel,EB,4,,Y,MAIN,,,TG,,,,
1820,HIS-182,HIS,182,Israeli-Palestinian Conflict,HIS,4,,,MAIN,,,TH,WSI,,,
1821,KNS-150,KNS,150,Topics:,KNS,2,4,,MAIN,,,,,,,
1823,PHI-015,PHI,015,Intellectual Virtue and Civil Discourse,PHI,4,,,MAIN,,,WSI,,,,
1824,PHI-137,PHI,137,Justice and Public Policy,PHI,4,,,MAIN,SBD,,TG,US,,,
1825,SOC-199,SOC,199,Major Honors,SOC,2,4,,MAIN,,,PP,,,,
1827,MUA-078,MUA,078,Choral Union I,MU,1,,,MAIN,,,,,,,
1828,MUA-178,MUA,178,Choral Union II,MU,1,,,MAIN,,,PP,,,,
1829,HIS-099,HIS,099,Foundations of History,HIS,4,,,MAIN,,,,,,,
1831,PHI-131,PHI,131,Theory & Criticism in The Arts,PHI,4,,,MAIN,,,WSI,,,,
1832,ENG-007H,ENG,007H,First-Year Honors Seminar in Literature,ENG,4,,,MAIN,,,RIL,WSI,LIT,ENGIM,
1835,CS-150,CS,150,Topics: Prereqs 1 Cs Course,MA,4,,,MAIN,,,,,,,
1838,ART-162,ART,162,Printmaking II,ART,4,,,MAIN,,,PP,,,,
1839,ART-161,ART,161,Printmaking I,ART,4,,,MAIN,,,,,,,
184,EB-106,EB,106,Environmental & Natural Resource Econ,EB,4,,Y,MAIN,,,,,,,
1841,POL-142,POL,142,The Politics of Film,POL,4,,,MAIN,,,US,,,,
1842,MU-093,MU,093,Junior Recital,MU,0,,,MAIN,,,,,,,
1843,HIS-134,HIS,134,Spirituality & Ritual in Med Mod Europe,HIS,4,,,MAIN,,,WSI,TH,,,
1846,KNS-140,KNS,140,Food Systems,KNS,4,,,MAIN,,,TG,SS,,,
1847,GER-094,GER,094,Tutorial:,ML,1,4,,MAIN,,,,,,,
1848,MA-003,MA,003,Statistics for Public Health,MA,3,,,GHU,,,QAR,,,,
1849,SOC-108,SOC,108,Quantitative Research Methods,SOC,4,,,MAIN,,,QAR,,,,
185,EB-116,EB,116,Antitrust & Regulatory Env of Business,EB,4,,Y,MAIN,,,,,,,
1850,PEA-064A,PEA,064A,Beginning Yoga,KNS,1,,,MAIN,,,PEA,,,,
1851,PEA-064B,PEA,064B,Intermediate Yoga,KNS,1,,,MAIN,,,PEA,,,,
1852,SOC-109,SOC,109,Qualitative Research Methods,SOC,4,,,MAIN,,,,,,,
1854,SOC-050,SOC,050,Topics:,SOC,2,4,,MAIN,,,,,,,
1856,MA-150,MA,150,Topics:,MA,4,,,MAIN,,,,,,,
186,EB-120,EB,120,American Economic History,EB,4,,Y,MAIN,,,TH,WSI,,,
1861,IS-007,IS,007,Beginning Chinese,IS,4,,,WEA,,,MFL,,,,
1862,IS-131,IS,131,Issues in Contemporary Chinese Society,IS,3,,,WEA,,,US,,,,
1866,AN-120,AN,120,Religion and Society,SOC,4,,,MAIN,,,,,,,
1867,APP-094,APP,094,Tutorial,APP,1,4,,MAIN,,,,,,,
1868,SOC-135,SOC,135,Gender & Sex Roles Crosscultural Perspec,SOC,4,,,MAIN,,,TG,,,,
1873,KNS-199,KNS,199,Major Honors,KNS,2,4,,MAIN,,,PP,,,,
1874,BIO-142,BIO,142,Marine Mammal Ecophys w/Lab,BIO,4,,,MAIN,,,,,,,
1876,IS-010H,IS,010H,Augustine and The Christian Tradition I,IS,4,,,MAIN,,,PR,,,,
1877,IS-020H,IS,020H,Augustine and The Christian Tradition II,IS,4,,,MAIN,,,US,WSI,,,
1881,HIS-047,HIS,047,Reacting to The Past,HIS,4,,,MAIN,,,TH,WSI,,,
1883,TA-120,TA,120,History of The Theatre I,TA,4,,,MAIN,,,WSI,TH,,,
1884,PHY-055,PHY,055,Topics:,PHY,4,,,MAIN,,,,,,,
1885,PEA-043A,PEA,043A,Beg/int Badminton,KNS,1,,,MAIN,,,PEA,,,,
1886,PEA-049A,PEA,049A,Pilates/yoga,KNS,1,,,MAIN,,,PEA,,,,
1887,PEA-048A,PEA,048A,Basketball Scout Team,KNS,1,,,MAIN,,,PEA,,,,
1888,RS-180,RS,180,Senior Seminar,RS,4,,,MAIN,,,IMD,WSI,,,
1889,HIS-188,HIS,188,Women in the Middle East,HIS,4,,,MAIN,,,WSI,TG,,,
189,EB-132,EB,132,Investments & Portfolio Management,EB,4,,Y,MAIN,,,,,,,
1890,PHY-008,PHY,008,Understanding Weather and Climate,PHY,4,,,MAIN,,,EPS,,,,
1891,RS-165,RS,165,Religions in Context/TG,RS,4,,,WIJ,,,TG,,,,
1892,RS-104,RS,104,Jesus in The Gospels and The Land,RS,4,,,WIJ,,,TH,,,,
1893,SOC-197,SOC,197,Senior Research Capstone,SOC,4,,,MAIN,,,IMD,,,,
1894,AN-197,AN,197,Senior Research Capstone,SOC,4,,,MAIN,,,IMD,,,,
1895,ENG-014,ENG,014,Introduction to Creative Writing,ENG,4,,,MAIN,,,WSI,,,,
1896,IS-124W,IS,124W,Culture & Society w/WSI,HIS,4,,,EUR,MED,NEUR,TH,WSI,,,
1897,KNS-159,KNS,159,Exploring Public Health,,2,,,MAIN,,,,,,,
1898,MU-131,MU,131,Piano Literature I,MU,1,,,MAIN,,,,,,,
1899,MU-132,MU,132,Piano Literature II,MU,1,,,MAIN,,,,,,,
19,SOC-120,SOC,120,Religion and Society,SOC,4,,Y,MAIN,,,,,,,
190,EB-135,EB,135,"Money, Banking and Financial Markets",EB,4,,Y,MAIN,,,,,,,
1900,MU-133,MU,133,Collaborative Piano,,1,,,MAIN,,,,,,,
1901,MU-134,MU,134,Piano Pedagogy,MU,1,,,MAIN,,,,,,,
1902,IS-051L,IS,051L,Academic Writing Lab,IS,1,,,MAIN,,,,,,,
1905,IS-188,IS,188,Engaging The City,IS,1,,,URB,,,,,,,
1906,IS-189,IS,189,"Faith, Culture, and Diversity",IS,4,,,URB,,,US,,,,
1907,PEA-041A,PEA,041A,Health and Fitness in The City,KNS,1,,,URB,,,PEA,,,,
1908,IS-140,IS,140,Global Studies Seminar I,IS,4,,,MAIN,,,US,,,,
1909,MUA-183,MUA,183,Orchestra II,MU,1,,,MAIN,,,PP,WA,PIA,,
191,EB-137,EB,137,Intermediate Macroeconomics,EB,4,,Y,MAIN,,,,,,,
1910,MUA-171,MUA,171,College Choir II,MU,1,,,MAIN,,,PP,WA,PIA,,
1911,IS-030H,IS,030H,Stories Worth Telling,IS,1,,,MAIN,,,,,,,
1913,EB-115,EB,115,Game Theory,EB,4,,,MAIN,,,,,,,
1914,COM-107,COM,107,Focus on Film,COM,1,,,MAIN,,,,,,,
1915,CS-128,CS,128,Information Retrieval and Big Data,MA,4,,,MAIN,,,,,,,
1916,POL-140,POL,140,Christianity and Politics,POL,4,,,MAIN,,,WSI,,,,
1917,POL-132,POL,132,American Political Thought,POL,4,,,MAIN,,,WSI,,,,
1920,MA-124,MA,124,Codes and Encryption,MA,4,,,MAIN,,,,,,,
1921,CS-124,CS,124,Codes and Encryption,MA,4,,,MAIN,,,,,,,
1922,TA-121,TA,121,History of The Theatre II,TA,4,,,MAIN,,,WSI,TH,,,
1923,IS-141,IS,141,Global Studies Capstone,IS,2,4,,MAIN,,,,,,,
1924,CHM-115,CHM,115,Advanced Biochemistry,CHM,4,,,MAIN,,,,,,,
1925,IS-008,IS,008,Christian Calling in Contemporary Soc,IS,2,,,MAIN,,,,,,,
1926,IS-187,IS,187,Social Entrepreneurship,IS,4,,,URB,,,,,,,
1928,COM-191,COM,191,Senior Capstone Internship,COM,4,8,,MAIN,,,,,,,
1929,COM-197,COM,197,Senior Capstone Research,COM,4,,,MAIN,,,,,,,
1930,IS-186,IS,186,Launching A Big Idea,IS,2,,,MAIN,SBD,,,,,,
1931,RS-145,RS,145,The Urban Church,RS,4,,,URB,,,,,,,
1932,TA-037,TA,037,Scenic Technology,TA,4,,,MAIN,,,,,,,
1933,TA-038,TA,038,Lighting Design,TA,4,,,MAIN,,,WA,,,,
1934,TA-051,TA,051,Acting The Song,,4,,,MAIN,,,WA,,,,
1935,TA-153,TA,153,Contemporary Theatre & Film Performance,TA,4,,,MAIN,,,,,,,
1936,SP-106,SP,106,Advanced Fluency and Communication,ML,4,,,MAIN,,,,,,,
1937,SP-125,SP,125,Introduction to Hispanic Literature,ML,4,,,MAIN,,,RIL,,,,
1938,SP-196,SP,196,Spanish Capstone,ML,4,,,MAIN,,,,,,,
1940,FR-110,FR,110,Chivalric Tradition in French Literature,ML,4,,,MAIN,,,,,,,
1941,CHM-121,CHM,121,Introductory Analytical Chem w/ Lab,CHM,4,,,MAIN,,,WSI,,,,
1942,CHM-195,CHM,195,Seminar,CHM,1,,,MAIN,,,IMD,,,,
1943,COM-191SS,COM,191SS,Senior Capstone Internship,,2,8,,MAIN,,,SS,,,,
1944,CHM-122,CHM,122,Advanced Analytical Chemistry w/Lab,CHM,2,,,MAIN,,,WSI,,,,
1945,HIS-73,HIS,73,Civil War & Reconstruct Amer,,4,,,MAIN,,,,,,,
1946,HIS-173,HIS,173,Civil War & Reconstruct Amer,HIS,4,,,MAIN,,,TH,,,,
1948,PEA-042A,PEA,042A,Body Mapping & Repetitive Motion Injury,,1,,,MAIN,,,PEA,,,,
